,topic,topic_en,txt,txt_en,is_seed,is_meta,agree_count,disagree_count,pass_count,count
87,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,Viranomaisten tietoisuutta ja osaamista kuolinpesän asioiden hoitamisesta sekä surevan kohtaamisesta on lisättävä.,The awareness and know-how of the authorities in managing the affairs of the estate and dealing with the bereaved must be increased.,0,0,114.0,5.0,19.0,138.0
88,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,Avopuolison talous turvattava jotenkin jos testamenttiä ei ole tehtynä,The common-law spouse's finances must be secured somehow if a will has not been made,0,0,84.0,15.0,32.0,131.0
89,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,Läheisen kuoleman jälkeen on lähes mahdotonta saada keskusteluapua/terapiaa julkiselta sektorilta.,"After the death of a loved one, it is almost impossible to get counseling/therapy from the public sector.",0,0,55.0,9.0,57.0,121.0
90,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,Selkeät ohjeet Kelalta/sos.toimelta hautausavustuksen saannin edellytyksiin. Nyt kirjava käytäntö.,Clear instructions from Kela/sos.toime on the conditions for receiving burial allowance. Now a motley practice.,0,0,90.0,1.0,32.0,123.0
91,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,"Varattoman hautauksen tulisi olla samanarvoista koko Suomessa. Hyvinvointialueilla eri käytännöt nyt. Pitäisi tiedottaa,mistä voi hakea apua",Unreserved burial should be equal throughout Finland. Different practices in welfare areas now. You should inform where you can get help,0,0,106.0,2.0,23.0,131.0
92,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,Virkatodistusten hinta tulisi laskea. Nyt saattaa niiden tilaamiseen kulua satoja euroja. Aivan kohtuutonta.,The price of official certificates should be reduced. Now it may cost hundreds of euros to order them. Totally unreasonable.,0,0,105.0,6.0,21.0,132.0
93,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,"Avoliitossa asuneen iäkkään edunvalvonta on puutteellista. Ellei läheisiä ole, etujen valvonta on aivan lapsenkengissä.","The guardianship of the elderly who lived in cohabitation is insufficient. If there are no relatives, the monitoring of benefits is in its infancy.",0,0,47.0,2.0,70.0,119.0
94,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,"DVV viraston tulisi tarjota kaikki tarvittavat lomakkeet verkossa, perunkirja ja valtakirja pankkiasiointiin heti, kun saa tiedon terveydenhuollosta.","The DVV office should offer all the necessary forms online, a birth certificate and a power of attorney for banking as soon as you receive information about health care.",0,0,111.0,3.0,6.0,120.0
95,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,Pankkitilien jäädytys viikon päästä kuolemasta vaikeuttaa laskujen maksua. Pankkiin on varattava aika ja tiskiasiointi vie lisää aikaa.,"Freezing bank accounts a week after death makes it difficult to pay bills. You have to make an appointment at the bank, and doing laundry takes more time.",0,0,108.0,6.0,11.0,125.0
96,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,"On tärkeä huomioida näkökulma, että ohjaustaidot ovat tärkeitä kun kohtaamme henkilöä, jonka läheinen on kuollut.",It is important to consider the point of view that guidance skills are important when we face a person whose loved one has died.,0,0,78.0,1.0,19.0,98.0
97,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,Luotettavaa apua verkkoasiointiin!,Reliable help for online shopping!,0,0,68.0,3.0,24.0,95.0
98,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,"Virkatodistuksen hankkiminen kuolleesta, joka on elännyt ulkomailla on kohtuuttoman vaikeaa ja saattaa olla myös kallista, jos ei löydä heti oikeita osoitteita virkatodistuksen hankkimiselle",Obtaining a certificate of employment from a deceased person who has lived abroad is unreasonably difficult and may also be expensive if you do not immediately find the correct addresses for obtaining a certificate of employment,0,0,47.0,1.0,40.0,88.0
99,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,Ulkomaiset virkatodistukset ovat usein hankalia saada sekä saattavat olla myös kalliita. Viranomaiset eivät tiedä mistä niitä saa.,Foreign official certificates are often difficult to obtain and may also be expensive. The authorities don't know where to get them.,0,0,40.0,2.0,45.0,87.0
100,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,Pankkien palvelut kuoleman jälkeen ovat kalliita.,Bank services after death are expensive.,0,0,57.0,5.0,26.0,88.0
101,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,Läheisen kuolemaan liittyvien digipalvelujen pitää olla saavutettavia esim. näkövammaisten apuohjelmia käyttäville.,"Digital services related to the death of a loved one must be accessible, e.g. for those using assistive programs for the visually impaired.",0,0,74.0,1.0,15.0,90.0
102,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,Sain tarpeeksi tukea verotuksen tekemiseen perintöverotuksen jälkeisenä vuonna.,I received enough support to do my taxes in the year after the inheritance tax.,0,0,9.0,33.0,42.0,84.0
103,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,"Minulla on kokemusta kuolinpesän osakkaana olemisesta siten, että kuolinpesällä oli muitakin osakkaita.",I have experience of being a shareholder in an estate in such a way that there were other shareholders in the estate.,0,0,62.0,11.0,18.0,91.0
104,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,"Olen valmis maksamaan yksityisesti tuotetusta palvelusta, joka avustaa kuolemaan liittyvien asioiden hoitamisessa.",I am willing to pay for a privately produced service that assists in dealing with matters related to death.,0,0,36.0,24.0,20.0,80.0
105,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,"Olisin kiinnostuneempi henkivakuutuksesta, jos siihen sisältyisi nykyistä kattavampia palveluita.",I would be more interested in life insurance if it included more comprehensive services than currently.,0,0,21.0,12.0,44.0,77.0
106,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,"Olin riittävän hyvin suunnitellut, miten juridiset, taloudelliset sekä käytännön asiat hoidetaan läheisen kuoleman jälkeen.","I had planned well enough how to handle legal, financial and practical matters after the death of a loved one.",0,0,13.0,42.0,23.0,78.0
107,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,"Ohjeita kuolinpesälle perukirjan jättämisen jälkeen tapahtuvista asioista (perinnönjako, ositus yms.) on hyvin vaikea löytää.","It is very difficult to find instructions on things that happen after leaving the deed to the estate (division of inheritance, division, etc.).",0,0,59.0,11.0,12.0,82.0
108,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,Pankin kanssa asiointi on kohtuuttoman hankalaa mikäli kuolinpesässä on ainoastaan alaikäisiä lapsia.,Dealing with the bank is unreasonably difficult if there are only minor children in the estate.,0,0,38.0,1.0,39.0,78.0
109,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,"Kun perunkirjoitus on tehty, se pitäisi olla esimerkiksi verottajan rekisterissä ja muille pitäisi riittää rekisteritieto, että perunkirjoitus on tehty.","When the registration has been made, it should be in the taxman's register, for example, and the register information that the registration has been made should be sufficient for others.",0,0,63.0,3.0,12.0,78.0
110,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,"Yksinkertainen perukirja saisi olla veroviraston lomake, samalla tavoin kuin veroilmoitus. Monimutkaisempaan tilanteeseen voi sitten käyttää asiantuntijan apua.","A simple certificate of incorporation should be a tax office form, in the same way as a tax return. You can then use the help of an expert for a more complicated situation.",0,0,74.0,2.0,7.0,83.0
111,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,Perhe-eläkkeiden hakemista pitäisi selkeyttää. Nyt hakemus pitää tehdä erikseen valtiolta ja eläkeyhtiöltä,Applying for family pensions should be clarified. Now the application must be made separately from the state and the pension company,0,0,53.0,1.0,20.0,74.0
112,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,Mielestäni alaikäisten lasten ei pitäisi joutia maksamaan useiden satojen eurojen palvelumaksuja DVV:n palveluista.,"In my opinion, minor children should not have to pay service fees of several hundred euros for DVV's services.",0,0,56.0,2.0,8.0,66.0
113,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,"Jos kuolinpesälle jää vain on asunto-osake, ei pankkitalletuksia, pitäisi olla oikeus hautausavustukseen.","If all that remains in the estate is housing stock, not bank deposits, there should be a right to burial allowance.",0,0,31.0,9.0,15.0,55.0
114,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,"Tieto siitä, kuka  saa tehdä perunkirjoituksen, löytyy helposti verkosta.",You can easily find information about who can do the original writing online.,0,0,15.0,19.0,21.0,55.0
115,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,Koonti kuoleman jälkeen irtisanottavista tilauksista ja sopimuksista tulisi olla tarjottavissa lähiomaisille heti kuoleman jälkeen.,A collection of orders and contracts that can be terminated after death should be available to the next of kin immediately after death.,0,0,53.0,1.0,6.0,60.0
116,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,Omaisten tulisi hallitusti ja yhdessä voida koota edesmenneen käytössä olleet digipalvelut ja pohtia mitä niillä tehdään,Relatives should be able to assemble the digital services used by the deceased in a controlled manner and together and think about what to do with them,1,0,46.0,3.0,11.0,60.0
117,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,Kuolinpesän omaisuus on turvattava väärinkäytösten estämiseksi,The property of the estate must be secured to prevent abuse,0,0,10.0,1.0,4.0,15.0
118,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,"Mikäli vainajan puolison ja muiden omaisten kanssa syntyy erimielisyyksiä menettelytavoista, pitäisi olla puolueeton taho joka voisi auttaa","If disagreements arise with the deceased's spouse and other relatives about procedures, there should be an impartial party that could help",0,0,11.0,1.0,2.0,14.0
119,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,Kuolintodistuksen tulisi saapua kuolinpesän osoitteeseen viipymättä ilman erillistä pyyntöä.,The death certificate should arrive at the address of the estate without delay without a separate request.,1,0,8.0,0.0,4.0,12.0
120,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,Kuolintiedot terveyskeskuksista ja sairaaloista tulisi ilmoittaa tasapuolisesti ja sähköisesti.,Death information from health centers and hospitals should be reported equally and electronically.,1,0,9.0,0.0,3.0,12.0
121,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,Asunto-osakkeiden omistuksen siirrot ja muu omaisuuden rekisteröinti tulisi käsitellä nopeammin maanmittauslaitoksella.,Transfers of ownership of housing shares and other property registration should be processed more quickly by the land surveying office.,1,0,3.0,0.0,6.0,9.0
122,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,"Muutaman vastuuhenkilön nimeäminen selkeyttäisi edesmenneen asioiden hoitoa, sillä useiden omaisten yhtäaikainen asiointi voi aiheuttaa sekavuutta.","Naming a few responsible persons would clarify the management of the affairs of the deceased, as the simultaneous dealings of several relatives can cause confusion.",1,0,8.0,0.0,4.0,12.0
123,Miten läheisen kuolemaan liittyvästä asioinnista voisi tehdä helpompaa?,How could dealings related to the death of a loved one be made easier?,"Lesken kuoleman jälkeen ulkopuolista edunvalvojaa ei aina tarvita, koska edunvalvonta lisää byrokratiaa.","After the widow's death, an external trustee is not always needed, because trusteeship increases bureaucracy.",1,0,2.0,0.0,7.0,9.0
124,Mitä mieltä Suomi?,What does Finland think?,Suomesta kehitetään sähkön ja raaka-aineen tuottajaa Euroopan unioniin,Finland is developing a producer of electricity and raw materials for the European Union,1,0,174.0,17.0,77.0,268.0
125,Mitä mieltä Suomi?,What does Finland think?,Verotuksen painopistettä on siirrettävä ansiotuloverotuksesta yritysten verottamiseen,The focus of taxation must be shifted from income taxation to corporate taxation,0,0,117.0,34.0,165.0,316.0
126,Mitä mieltä Suomi?,What does Finland think?,Hyvinvointialueiden määrä tulisi pudottaa viiteen,The number of welfare areas should be reduced to five,0,0,63.0,19.0,153.0,235.0
127,Mitä mieltä Suomi?,What does Finland think?,Hyvinvointialueiden rahoituksen pitää tulla niiden itse keräämästä verosta eikä valtiolta,The funding of welfare areas must come from the tax they collect themselves and not from the state,0,0,95.0,36.0,197.0,328.0
128,Mitä mieltä Suomi?,What does Finland think?,Nykyiset nuorisotalot ovat keskinkertaisia; toiminnallista monipuolisuutta tulee lisätä,Current youth centers are mediocre; functional versatility must be increased,1,0,92.0,14.0,58.0,164.0
129,Mitä mieltä Suomi?,What does Finland think?,"Valtion pitää panostaa taloudellisesti nuorten syrjäytymisen ehkäisyyn nyt, etteivät kulut kumuloidu tulevaisuudessa","The state must invest financially in preventing the marginalization of young people now, so that the costs do not accumulate in the future",1,0,55.0,18.0,156.0,229.0
130,Mitä mieltä Suomi?,What does Finland think?,"Kestävä kuluttaminen lähtee uudelleenkäyttämisen ajatuksesta, ei uuden ostamisesta","Sustainable consumption starts with the idea of ​​reusing, not buying new",1,0,78.0,47.0,72.0,197.0
131,Mitä mieltä Suomi?,What does Finland think?,Sukupuolia on kaksi,There are two genders,1,0,132.0,12.0,122.0,266.0
132,Mitä mieltä Suomi?,What does Finland think?,Rasismi on yhä ongelma Suomessa,Racism is still a problem in Finland,1,0,64.0,32.0,143.0,239.0
133,Mitä mieltä Suomi?,What does Finland think?,Suomen täytyy pitää kiinni kunnianhimoisista ilmasto- ja luontotavoitteista ja asettaa nämä prioriteettilistan kärkeen,Finland must stick to ambitious climate and nature goals and put these at the top of the priority list,1,0,125.0,17.0,82.0,224.0
134,Mitä mieltä Suomi?,What does Finland think?,Nuorison jengiytyminen johtuu yhteisöllisyyden puutteesta ja maahanmuuttajaperheiden huonosta kotiutumisesta Suomeen,The youth's involvement in gangs is due to the lack of community and the poor integration of immigrant families into Finland,0,0,130.0,25.0,111.0,266.0
135,Mitä mieltä Suomi?,What does Finland think?,Lakko-oikeus on todella tärkeä ja ydinarvo yhteiskunnassa,The right to strike is really important and a core value in society,1,0,148.0,31.0,161.0,340.0
136,Mitä mieltä Suomi?,What does Finland think?,"Koen, että on vaikea keskustella asioista osuvasti ilman pelkoa tahallisesta väärinymmärryksestä",I feel that it is difficult to discuss things pertinently without fear of intentional misunderstanding,1,0,69.0,30.0,168.0,267.0
137,Mitä mieltä Suomi?,What does Finland think?,Suomi tarvitsee konkreettisen kriisisuunnitelman mahdollisen ydinsodan varalle,Finland needs a concrete crisis plan in case of a possible nuclear war,1,0,77.0,26.0,198.0,301.0
138,Mitä mieltä Suomi?,What does Finland think?,Suomen kaivoslaki on liian löysä,Finland's mining law is too loose,0,0,111.0,13.0,189.0,313.0
139,Mitä mieltä Suomi?,What does Finland think?,Ylikulutukseen perustuvaa talousjärjestelmäämme on muutettava,Our economic system based on overconsumption must be changed,1,0,153.0,42.0,195.0,390.0
140,Mitä mieltä Suomi?,What does Finland think?,Ruotsin jengirikollisuus tulee myös Suomeen mutta viiveellä,"Swedish gang crime will also come to Finland, but with a delay",1,0,181.0,27.0,147.0,355.0
141,Mitä mieltä Suomi?,What does Finland think?,Valtion pitää panostaa taloudellisesti nuorten syrjäytymisen ehkäisyyn nyt,The state must invest financially in preventing the marginalization of young people now,1,0,147.0,25.0,154.0,326.0
142,Mitä mieltä Suomi?,What does Finland think?,"Kännyköiden käytöstä on päätettävä kouluissa, ei eduskunnassa","The use of cell phones must be decided in schools, not in parliament",0,0,51.0,13.0,155.0,219.0
143,Mitä mieltä Suomi?,What does Finland think?,Kännykät tulisi kieltää kouluissa lasten hyvinvoinnin parantamiseksi,Cell phones should be banned in schools to improve children's well-being,1,0,75.0,33.0,52.0,160.0
144,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,"Tiedän, mistä hyvinvointia ja terveyttä edistävää tietoa voi hakea.",I know where to look for information promoting well-being and health.,1,0,,,,
145,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Hyvinvointiin ja terveyteen liittyvää ohjausta on alueellamme helposti saatavilla.,Guidance related to well-being and health is easily available in our area.,1,0,,,,
146,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Tieto Siun soten palveluista löytyy helposti yhdestä paikasta.,Information about Siu sote's services can be easily found in one place.,1,0,,,,
147,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Siun soten palvelut ovat saatavissa minulle sopivalla tavalla.,Siu sote's services are available in a way that suits me.,1,0,,,,
148,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Yhteydenotto sotepalveluihin on vaivatonta.,Contacting social security services is effortless.,1,0,,,,
149,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Saan tarvitsemani neuvonnan ja ohjauksen.,I get the advice and guidance I need.,1,0,,,,
150,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Asiointi on helppoa.,Doing business is easy.,1,0,,,,
151,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Yhteydenottokanavat ovat monipuoliset ja toimivat hyvin.,The contact channels are versatile and work well.,1,0,,,,
152,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Palvelut vastaavat tarpeitani.,The services meet my needs.,1,0,,,,
153,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Tiedonkulku Siun soten eri palveluiden välillä asioissani on sujuvaa.,The flow of information between Siu sote's different services in my affairs is smooth.,1,0,,,,
154,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Saan tarvitsemani palvelun ”yhden luukun” –periaatteella.,"I get the service I need with the ""one-stop shop"" principle.",1,0,,,,
155,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,"Tarvitsen opastusta, jotta voisin asioida digitaalisesti Siun soten palveluissa.",I need guidance so that I can do business digitally in Siu sote's services.,1,0,,,,
156,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,"Luotan siihen, että saan tarvitsemani palvelut Siun sotelta tulevaisuudessa.",I trust that I will get the services I need from Siu sote in the future.,1,0,,,,
157,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Mahdollisuuteni osallistua ja vaikuttaa hyvinvointialueen toimintaan ovat hyvät.,My opportunities to participate and influence the activities of the welfare area are good.,1,0,,,,
158,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,"Tiedän millaista tukea ja toimintaa Pohjois-Karjalan järjestöillä, kunnilla ja/tai seurakunnilla on tarjolla.","I know what kind of support and activities North Karelia's organizations, municipalities and/or parishes offer.",1,0,,,,
159,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Kuulun itselleni merkitykselliseen yhteisöön.,I belong to a community that is meaningful to me.,1,0,,,,
160,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Siun sotella on monipuoliset digipalvelut.,Siu sotte has versatile digital services.,1,0,,,,
161,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Taustaväite: Olen alaikäinen.,Background statement: I am a minor.,1,1,,,,
162,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Taustaväite: Olen eläkeläinen.,Background statement: I am a pensioner.,1,1,,,,
163,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Taustaväite: Olen työikäinen.,Background statement: I am of working age.,1,1,,,,
164,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Taustaväite: Asun taajamassa.,Background statement: I live in an urban area.,1,1,,,,
165,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Taustaväite: Asun haja-asutusalueella.,Background statement: I live in a sparsely populated area.,1,1,,,,
166,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,"Luotan, että saan Siun sotesta tarvitsemani kiireellisen hoidon tai palvelun.",I trust that I can get the urgent treatment or service I need from Siu sotes.,0,0,,,,
167,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,"Luotan, että saan Siun sotesta tarvitsemani ympärivuorokautisen hoivan tai palvelun.",I trust that I can get the round-the-clock care or service I need from Siu sotes.,0,0,,,,
168,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Minulla on tiedossa hoidosta tai palvelusta vastaavan ammattilaisen nimi ja yhteystiedot.,I know the name and contact information of the professional responsible for the treatment or service.,1,0,,,,
169,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,"Koen, että palveluiden aukioloajat vastaavat asiointitarvettani.",I feel that the opening hours of the services meet my business needs.,1,0,,,,
170,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,"Koen, että Siun soten palveluiden saatavuus on hyvä.",I feel that the availability of Siu sote's services is good.,1,0,,,,
171,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,"Koen, että antamani asiakaspalaute huomioidaan palveluiden kehittämisessä.",I feel that the customer feedback I give is taken into account in the development of services.,0,0,,,,
172,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Siun soten puhelinpalvelut toimivat hyvin.,So the telephone services work well.,1,0,,,,
173,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,"Koen, että henkilökunta on ystävällistä ja osaavaa.",I feel that the staff is friendly and competent.,0,0,,,,
174,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,"On hyväksyttävää, että asuinpaikka vaikuttaa Siun soten palveluiden saatavuuteen.",It is acceptable that the place of residence affects the availability of Siu sote's services.,1,0,,,,
175,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Siun soten digipalvelut toimivat hyvin.,Siun soten digital services work well.,1,0,,,,
176,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Siun soten toimitilat ovat tarkoituksenmukaisia.,Siu sote's premises are suitable for the purpose.,1,0,,,,
177,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Siun soten palveluissa huomioidaan kaikki ikäryhmät.,All age groups are taken into account in Siu sote's services.,1,0,,,,
178,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Suosin etäpalveluiden käyttöä.,I prefer using remote services.,1,0,,,,
179,Mitä mieltä olet Siun soten palveluista?,What do you think of Siu sote's services?,Palvelun saavutettavuus vaikuttaa motivaatiooni huolehtia itsestäni.,The accessibility of the service affects my motivation to take care of myself.,1,0,,,,
180,Maaseutupoliittisen selonteon Polis-alusta,The Polis platform for rural political reporting,Asun kaupungissa.,I live in the city.,1,1,,,,
181,Maaseutupoliittisen selonteon Polis-alusta,The Polis platform for rural political reporting,Olen alle 29-vuotias.,I am under 29 years old.,1,1,,,,
182,Maaseutupoliittisen selonteon Polis-alusta,The Polis platform for rural political reporting,Työskentelen maaseudun kehittämisen parissa.,I work in rural development.,1,1,,,,
183,Maaseutupoliittisen selonteon Polis-alusta,The Polis platform for rural political reporting,Työskentelen julkisella sektorilla.,I work in the public sector.,1,1,,,,
184,Maaseutupoliittisen selonteon Polis-alusta,The Polis platform for rural political reporting,Maaseudulla on turvallista asua.,It is safe to live in the countryside.,1,0,,,,
185,Maaseutupoliittisen selonteon Polis-alusta,The Polis platform for rural political reporting,Digitalisaatio helpottaa maaseudulla asumista.,Digitalization makes living in the countryside easier.,1,0,,,,
186,Maaseutupoliittisen selonteon Polis-alusta,The Polis platform for rural political reporting,Maaseudulla voi kokea arvokkaan vanhuuden.,"In the countryside, you can experience a dignified old age.",1,0,,,,
187,Maaseutupoliittisen selonteon Polis-alusta,The Polis platform for rural political reporting,Pitkät välimatkat tekevät maaseudulla asumisen vaaralliseksi.,Long distances make living in the countryside dangerous.,1,0,,,,
188,Maaseutupoliittisen selonteon Polis-alusta,The Polis platform for rural political reporting,Maaseutualueilla on riittävästi kouluttautumismahdollisuuksia.,There are enough training opportunities in rural areas.,1,0,,,,
189,Maaseutupoliittisen selonteon Polis-alusta,The Polis platform for rural political reporting,Maaseutu tarjoaa alueellani hyvät olosuhteet yrittämiselle.,The countryside offers good conditions for doing business in my area.,1,0,,,,
190,Maaseutupoliittisen selonteon Polis-alusta,The Polis platform for rural political reporting,Asun Pohjois-Suomessa,I live in Northern Finland,1,1,,,,
191,Maaseutupoliittisen selonteon Polis-alusta,The Polis platform for rural political reporting,Asun Itä-Suomessa,I live in Eastern Finland,1,1,,,,
192,Maaseutupoliittisen selonteon Polis-alusta,The Polis platform for rural political reporting,Asun Etelä-Suomessa,I live in Southern Finland,1,1,,,,
193,Maaseutupoliittisen selonteon Polis-alusta,The Polis platform for rural political reporting,Asun Länsi-Suomessa.,I live in Western Finland.,1,1,,,,
194,Maaseutupoliittisen selonteon Polis-alusta,The Polis platform for rural political reporting,Tietoliikenneyhteyksien nopeuksien kasvu on ollut riittävää alueellani.,The increase in telecommunication connection speeds has been sufficient in my area.,1,0,,,,
195,Maaseutupoliittisen selonteon Polis-alusta,The Polis platform for rural political reporting,Kaikkia ei ole tehty asumaan maalla.,Not everyone is made to live in the country.,0,0,,,,
196,Maaseutupoliittisen selonteon Polis-alusta,The Polis platform for rural political reporting,Myös maaseudulla voi elää kestävästi,You can also live sustainably in the countryside,0,0,,,,
197,Maaseutupoliittisen selonteon Polis-alusta,The Polis platform for rural political reporting,Ilmastopakolaisuuteen ei ole varauduttu riittävästi,There is not enough preparation for climate emergency,0,0,,,,
198,Maaseutupoliittisen selonteon Polis-alusta,The Polis platform for rural political reporting,Maaseudulla on liian hankala saada pankilta rahoitusta.,"In rural areas, it is too difficult to get financing from the bank.",1,0,,,,
199,Maaseutupoliittisen selonteon Polis-alusta,The Polis platform for rural political reporting,Maaseudun yritykset luovat maaseudun tulevaisuuden.,Rural companies create the future of rural areas.,1,0,,,,
200,Maaseutupoliittisen selonteon Polis-alusta,The Polis platform for rural political reporting,Alueellani on hyvät edellytykset matkailualan yrityksille.,My area has good conditions for tourism companies.,1,0,,,,
201,Maaseutupoliittisen selonteon Polis-alusta,The Polis platform for rural political reporting,Tiestö on suomalaisella maaseudulla hyvässä kunnossa.,Tiestö is in good condition in the Finnish countryside.,1,0,,,,
