tid,zid,pid,uid,created,modified,txt,velocity,mod,lang,lang_confidence,active,is_meta,tweet_id,quote_src_url,anon,is_seed
296,51,205,3140,1.69476E+12,1.69485E+12,Vaaleilla valitun Eduskunnan tahtoa vastustavat poliittiset lakot tulisi kieltää,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
299,51,330,3269,1.69476E+12,1.69485E+12,Työllisyysasteen merkittävä nouseminen vaatisi korkeammat alimmat palkat ja/tai vastaavan kansalaispalkan.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
300,51,321,3260,1.69476E+12,1.69485E+12,"SOTEn prosesseja on aidosti kehitettävä ja toimet kohdistettava vaikuttavasti, päällekkäisyydet pois ja tehtävät selkeämmäksi",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
302,51,336,3275,1.69476E+12,1.69485E+12,Tasa-arvo on mennyt jo liian pitkälle,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
318,51,379,3319,1.69476E+12,1.69485E+12,"Uskonto tai uskonnottomuus on yksityisasia, eikä oman vakaumuksen harjoittamista tulisi rajoittaa lainsäädännöllä",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
1301,51,2257,5221,1.69487E+12,1.69489E+12,Nettovarallisuuden pitäisi vaikuttaa myönnettyyn sosiaaliturvaan.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
323,51,237,3172,1.69476E+12,1.69489E+12,Ylituotantoon perustuva talousjärjestelmämme on muutettava.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
282,51,237,3172,1.69476E+12,1.69494E+12,"Ihmisten eriarvoinen kohtelu synnyinmaan, ulkoisen ominaisuuden tai yhteiskunnallisen statuksen perusteella on yhä liian yleistä.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
304,51,237,3172,1.69476E+12,1.69494E+12,Suoran demokratian käyttöönotto alle 30 000 asukkaan kunnissa auttaisi pitämään koko suomen asuttuna.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
1293,51,2257,5221,1.69487E+12,1.69494E+12,"Kansakunnan kannalta on parasta, että jokaiseen virkaan valitaan pätevin.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
309,51,375,3315,1.69476E+12,1.69494E+12,Yliopistojen perusrahoituksen tasoa on nostettava pitkäjänteisesti,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
3282,51,6830,10053,1.69601E+12,1.69623E+12,Asiallinen ja hyvin perusteltu,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
326,51,387,3327,1.69476E+12,1.6948E+12,Ylen rahoitus tulisi ja rahan käyttö tulisi tuoda läpinäkyvämmäksi,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
329,51,389,3329,1.69476E+12,1.6948E+12,Mihin tahansa vaaleihin liittyvään äänestykseen osallistuakseen henkilön tulee edes lyhyellä testillä osoittaa ymmärtävänsä mistä äänestää.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
330,51,367,3306,1.69476E+12,1.6948E+12,Suomen pitää aiempaa laajemmin pyrkiä vaikuttamaan Itämeren alueen maihin Itämeren suojelemiseksi,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
331,51,385,3325,1.69476E+12,1.6948E+12,Kalliin määräaikaisen sähkösopimuksen tekijän tulee kantaa vastuu omasta valinnastaan.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
335,51,385,3325,1.69476E+12,1.6948E+12,Politiikassa pärjää huonommillakin hoksottimilla.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
334,51,367,3306,1.69476E+12,1.6948E+12,"Turkistarhaus pitäisi kieltää, niin että entisten tarhaajien koulutus ja toimeentulo turvataan",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
336,51,356,3295,1.69476E+12,1.6948E+12,Sharia-laki tulisi ottaa käyttöön Suomessa.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
338,51,413,3353,1.69476E+12,1.6948E+12,"Minun on vaikeaa tuntea Suomea kotimaakseni, sillä tuntuu, että asenteet muita ihmisiä kohtaan ovat lähtökohtaisesti vihamieliset.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
339,51,237,3172,1.69476E+12,1.6948E+12,"Investointeja koulutukseen, tutkimukseen ja innovaatioihin tulee lisätä ilman talouspoliittisia tavoitteita.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
346,51,433,3373,1.69476E+12,1.69485E+12,Äärivasemmistolaiset liikkeet tulee kieltää.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
345,51,379,3319,1.69476E+12,1.69485E+12,Tukea saavat ihmiset elävät mielummin tukien varassa kuin menevät töihin,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
344,51,425,3365,1.69476E+12,1.69485E+12,Supon tulisi tarkistaa kaikkien kansanedustajien taustat ennen vaaleja ja julkaista mahdolliset ongelmat äänestäjiä varten.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
349,51,365,3304,1.69476E+12,1.69485E+12,"Loukkaaminen ja kärjistäminen ovat tarpeen, jos halutaan aidosti avointa keskustelua vaikeista asioista.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
348,51,444,3384,1.69476E+12,1.69485E+12,Julkisen sektorin kokoa on syytä pienentää esimerkiksi desimaatiolla (potkut 10%:lle arvottuna),1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
351,51,237,3172,1.69476E+12,1.69485E+12,Asevelvollisuuden tulee perustua vapaaehtoisuuteen.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
352,51,448,3388,1.69476E+12,1.69485E+12,"Kaivohankkeille tiukemmat rajat. Rahat suomeen, luonnon suojelu, Australian tapaan miljardien vakuudet ennallistamista varten.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
350,51,452,3392,1.69476E+12,1.69485E+12,Valtion pitää kohdella energiateknologioita kuten ydin- ja tuulivoimaa mahdollisimman neutraalisti.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
353,51,442,3382,1.69476E+12,1.69485E+12,"Ympäristön turmelijan on vastattava kustannuksista, jotka syntyvät ympäristön ennallistamisesta.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
354,51,237,3172,1.69476E+12,1.69485E+12,Epädemokraattisen yksityisen sektorin vaikutusvalta politiikkaan estää Suomea uudistumasta.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
355,51,447,3387,1.69476E+12,1.69485E+12,Yrityksiä tulisi verottaa enemmän vaikka se johtaisi työpaikkojen menettämiseen,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
356,51,237,3172,1.69476E+12,1.69485E+12,Koulukiusaajan vanhemmat tulee ohjata tuen piiriin sanktion uhalla.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
357,51,447,3387,1.69476E+12,1.69485E+12,Rahan puute ei pysty yksin ratkaisemaan terveydenhuollon ongelmia,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
359,51,449,3389,1.69476E+12,1.69485E+12,Korkeakoulujen yhteishaussa käytössä olevien ensikertalaiskiintiöiden osuutta tulisi pienentää.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
360,51,447,3387,1.69476E+12,1.69485E+12,Suomi voi velkaantua nykyistä enemmän,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
347,51,237,3172,1.69476E+12,1.69485E+12,Energian ja raaka-aineiden kulutusta tulee vähentää ilmastonmuutoksen torjumiseksi.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
342,51,385,3325,1.69476E+12,1.69485E+12,Kotitalousvähennyksen tai työmatkavähennyksen käyttö on verosuunnittelua.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
341,51,385,3325,1.69476E+12,1.69485E+12,Verosuunnittelu lain puitteissa ja verottajan hyväksymin ohjein on ok.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
364,51,447,3387,1.69476E+12,1.69485E+12,Kasvava byrokratia ja sääntely heikentää Suomen kilpailukykyä,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
365,51,472,3412,1.69476E+12,1.69485E+12,Syitä ja selityksiä vaativat kysymykset poliittisista teoista edistävät kehitystä väittämiä paremmin.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
500,51,755,3710,1.69477E+12,1.69485E+12,Autoilua pitäisi rajoittaa kaupunkien keskustoissa.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
358,51,459,3399,1.69476E+12,1.69485E+12,Suomen täytyy pitää kiinni kunnianhimoisista ilmasto- ja luontotavoitteista ja asettaa nämä prioriteettilistan kärkeen,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
337,51,385,3325,1.69476E+12,1.69489E+12,Kansanedustajan siirtyminen uuteen työhön kesken kauden on moraalisesti oikein häntä äänestäneitä kohtaan.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
363,51,458,3398,1.69476E+12,1.69489E+12,Ikääntyneiden omaisille enemmän tukea ja joustoa työelämään.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
1318,51,2296,5260,1.69488E+12,1.69494E+12,Suomen pitäisi antaa Ukrainalle enemmän tankkeja.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
327,51,386,3326,1.69476E+12,1.69494E+12,"Eri hallinnonalojen säästöt tulisi tehdä ensin byrokratiaa karsimalla ja toimintaa tehostamalla, eikä leikkaamalla palveluiden käyttäjiltä.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
333,51,385,3325,1.69476E+12,1.69494E+12,Työelämään aktiivisesti osallistuvien ei tule kustantaa tukien varaan heittäytyneiden elämäntapavalintaa.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
328,51,384,3324,1.69476E+12,1.69494E+12,"Aikuisopiskelijoiden tukia ei saa leikata, jotta Suomi kehittyy laajasti",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
362,51,447,3387,1.69476E+12,1.69494E+12,Suomen kannattaa ottaa lisää maahanmuuttajia huolimatta mahdollisista ongelmista,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
340,51,385,3325,1.69476E+12,1.69494E+12,Taloudellisesti kannattamattoman elinkeinon harjoittamista tulee tukea koko Suomen jos elinkeinolla on paikalliset perinteet.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
343,51,237,3172,1.69476E+12,1.69494E+12,Vallankäyttöä tulisi hajauttaa keskittämisen sijaan.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
3283,51,6832,10055,1.69601E+12,1.69623E+12,Hieno juttu,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
368,51,481,3421,1.69476E+12,1.69485E+12,Politiikassa syiden ja seurausten puntarointi pohjustaa samalla kansalaisten kypsää käytöstä ja ajattekun kehitystä.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
370,51,447,3387,1.69476E+12,1.69485E+12,"On hyvä, että Suomessa poliittinen valta ei pysy kovin pitkään samalla puolueella",1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
371,51,462,3402,1.69476E+12,1.69485E+12,Yksinasuvien toimeentulo pitäisi huomioida paremmin päätöksenteossa,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
372,51,485,3425,1.69476E+12,1.69485E+12,"Olettaa, että joillain yritystuilla on vaikutusta ilmastoon.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
373,51,447,3387,1.69476E+12,1.69485E+12,Tiedotusvälineet  ovat menettäneet uskottavuuttaan puolueettomuudessaan,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
374,51,486,3426,1.69476E+12,1.69485E+12,Nopeusrajoitus kaupunkikeskustassa tulisi olla 30km/h,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
375,51,482,3422,1.69476E+12,1.69485E+12,Intersukupuolisten ihmisten itsemääräämisoikeus tulee turvata lailla myös Suomessa.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
377,51,482,3422,1.69476E+12,1.69485E+12,"Jatkuvaan kasvuun perustuva talousjärjestelmämme on muutettava, jotta maapallo pysyy elinkelpoisena.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
378,51,500,3440,1.69476E+12,1.69485E+12,Meidän tulee kansallistaa nykyistä enemmän tuotannon välineitä,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
379,51,495,3435,1.69476E+12,1.69485E+12,Leikkaamalla pienituloisilta saadaan Suomen velkaantumista hillittyä ja talous nousuun.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
380,51,482,3422,1.69476E+12,1.69485E+12,"Kannabis lailliseksi, säännellyksi ja verotuksen piiriin.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
396,51,532,3472,1.69477E+12,1.69485E+12,Sukupuolia on enemmän kuin kaksi,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
1319,51,2299,5263,1.69488E+12,1.69489E+12,Yksinyrittäjien tulisi saada mahdollisuus lomaetuuteen ainakin kerran viikon ajan vuodessa.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
382,51,385,3325,1.69476E+12,1.69489E+12,Kaupunkien puistoalueet pitäisi priorisoida ihmisten eikä valkoposkihanhien käyttöön,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
390,51,513,3453,1.69476E+12,1.69489E+12,Meidän on ajateltava itseämme oman kokemuksenme ja aikakautemme sijaan osana suurta jatkumoa,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
391,51,522,3462,1.69477E+12,1.69489E+12,Opiskelijoita tuetaan liian vähän,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
392,51,526,3466,1.69477E+12,1.69489E+12,"Maaseutu on Suomelle tärkeä ruoantuotannon, huoltovarmuuden ja turvallisuuden näkökulmasta",1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
393,51,526,3466,1.69477E+12,1.69489E+12,Lähiruoan arvostusta tulee kasvattaa kotimaisen ruoantuotannon turvaamiseksi,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
395,51,531,3471,1.69477E+12,1.69489E+12,"Suomen on kohdennettava investoinnit tutkimukseen, kehitykseen ja innovaatioihin siten, että ne palvelevat aiempaa paremmin tarkoitustaan.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
397,51,526,3466,1.69477E+12,1.69489E+12,Ei kaivoksia luonnonsuojelu- tai kansallispuistoalueille eikä pohjavesialueiden läheisyyteen,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
398,51,526,3466,1.69477E+12,1.69489E+12,Rasismiin ja vihapuheeseen tulee puuttua tiukemmin,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
399,51,531,3471,1.69477E+12,1.69489E+12,Asioista kannattaa keskustella tietoisena omasta kielenkäytön tyylistä. Loukkaavaksi koetun tyylin käyttäjä ei saa viestiään helposti läpi.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
501,51,733,3687,1.69477E+12,1.69489E+12,Työssäkäyvien omaishoitajien työn verotusta tulee keventää.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
376,51,494,3434,1.69476E+12,1.69494E+12,Kaupunkeihin pitäisi rakentaa enemmän pyöräteitä.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
383,51,385,3325,1.69476E+12,1.69494E+12,Vieraslajien talviruokintapaikat pitäisi kieltää.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
384,51,515,3455,1.69476E+12,1.69494E+12,Suomalaisten pitäisi tutustua enemmän myös oman maan erilaisoin alueisiin ja elämäntapoihin.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
385,51,495,3435,1.69476E+12,1.69494E+12,Työntekijät tarvitsevat ay-järjestöjä edunvalvojikseen.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
386,51,521,3461,1.69476E+12,1.69494E+12,työttömällä itsellään on ensisijainen velvollisuus elättää itsensä ottamalla vastaan myös epämieluisaa ja ei-koulutusta vastaavaa työtä,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
388,51,525,3465,1.69476E+12,1.69494E+12,"Suomen pitäisi tehdä paljon enemmän jopa kansalaisten elinoloja huonontavia ilmastotoimia, jos hiilineutraaliutta ei muuten voida saavuttaa.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
389,51,513,3453,1.69476E+12,1.69494E+12,Ihmisten täytyy keskittyä itsekeskisyyden sijaan enemmän yleiseen hyvinvointiin,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
400,51,534,3474,1.69477E+12,1.69494E+12,Kannabiksen käyttö tulisi laillistaa ja sen myyntiä säännellä ja verottaa.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
394,51,162,3097,1.69477E+12,1.69494E+12,Psykoterapiaan pääsyä pitäisi helpottaa.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
402,51,545,3485,1.69477E+12,1.69494E+12,Suomen pitäisi erota EUsta,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
403,51,531,3471,1.69477E+12,1.69494E+12,Armeijan tulee olla vapaaehtoinen sekä miehille että naisille. Siviilipalveluksen tulee olla tasaveroinen vaihtoehto armeijan rinnalla.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
404,51,545,3485,1.69477E+12,1.69494E+12,Kapitalistinen talousjärjestelmä pitäisi korvata kommunistisella,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
405,51,544,3484,1.69477E+12,1.69494E+12,"Kännykät tulisi kerätä kouluissa niiden tuntien ajaksi oppilailta pois, kun kännykkää ei tarvita opetuksessa.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
406,51,539,3479,1.69477E+12,1.69494E+12,Pääomaverotus pitäisi tuoda ansiotuloverotuksen tasolle.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
407,51,539,3479,1.69477E+12,1.69494E+12,Varallisuusvero pitäisi palauttaa,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
408,51,539,3479,1.69477E+12,1.69494E+12,"Yhteisöveron leikkaukset pitäisi peruuttaa, julkisen talouden turvaamiseksi",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
409,51,531,3471,1.69477E+12,1.69494E+12,"Ylikulutusta tulee hillitä nykyisen talousjärjestelmämme tarjoamin keinoin, esimerkiksi verotuksen ja tullimaksujen avulla.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
410,51,535,3475,1.69477E+12,1.69494E+12,"Kaikessa lainsäädäntötyössä tulisi ottaa huomioon psykologiset perustarpeet, jotta yhteiskunta rakentuu nämä tarpeet tyydyttävällä tavalla",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
158,51,63,2998,1.69475E+12,1.69477E+12,Kannustetaan miehiä pitämään vanhempainvapaita siinä missä naisiakin,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
3099,51,5694,8907,1.6958E+12,1.69582E+12,Kapitalismi lisää ihmisten itsekkyyttä ja ahneutta.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
419,51,595,3536,1.69477E+12,1.69487E+12,Humanitaarinen maahanmuutto on suuri virhe,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
421,51,609,3551,1.69477E+12,1.69487E+12,"Selkeä, punnittu, toisia loukkaamaton",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
413,51,602,3544,1.69477E+12,1.69487E+12,Monikulttuurisuus on rikkaus — wippajei!,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
411,51,550,3490,1.69477E+12,1.69487E+12,Lasten kännykän käyttö ei ole eduskunnan tai koulujen vastuulla vaan vanhempien — ohjeistus ja vastuu kasvatuksesta vanhemmille,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
1294,51,2257,5221,1.69487E+12,1.69489E+12,Sairaanhoidon erityisvastuualueisiin perustuvat viisi maakuntaa verotusoikeudella ilman maakuntarajoja ylittäviä tulonsiirtoja on optimi,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
420,51,577,3517,1.69477E+12,1.69489E+12,Suomen täytyy tehdä tiivistä yhteistyötä muiden pohjoismaiden kanssa. Tässä yhteistyössä suomen tulee olla tasapuolinen kieli.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
425,51,618,3569,1.69477E+12,1.69489E+12,Turkistarhaus tulisi kieltää.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
428,51,534,3474,1.69477E+12,1.69489E+12,Olen duunari,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
1320,51,2302,5266,1.69488E+12,1.69489E+12,Lapsilisä kuuluu kaikille.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
431,51,691,3644,1.69477E+12,1.69489E+12,Kyllä,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
432,51,661,3613,1.69477E+12,1.69489E+12,Hyökätään Venäjälle!,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
433,51,531,3471,1.69477E+12,1.69489E+12,Demokratiaa tulisi lisätä painottamalla pienten ikäluokkien ääniä suuria enemmän. Jokaisella ikäluokalla tulee olla aidosti valtaa.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
434,51,585,3525,1.69477E+12,1.69489E+12,Sukupuolentutkimus pitäisi poistaa yliopistoista.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
430,51,534,3474,1.69477E+12,1.69489E+12,Lähipiirissäni on seksuaalivähemmistöön kuuluvia ihmisiä,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
429,51,534,3474,1.69477E+12,1.69489E+12,Lähipiirissäni on ulkomaalaistaustaisia ihmisiä,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
438,51,676,3628,1.69477E+12,1.69489E+12,Maaseudulla asumista pitäisi tukea enemmän.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
439,51,385,3325,1.69477E+12,1.69489E+12,Kasvisten ja vihannesten arvonlisävero tulisi poistaa.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
436,51,385,3325,1.69477E+12,1.69489E+12,Lounassetelin ylärajaa tulisi nostaa 15 euroon/päivä.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
441,51,689,3642,1.69477E+12,1.69489E+12,Suomi on maailman paras maa,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
444,51,385,3325,1.69477E+12,1.69489E+12,Kellojen kääntely talvi- ja kesäasentoon tulisi lopettaa.,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
447,51,708,3661,1.69477E+12,1.69489E+12,"Kännyköiden käyttöä tulisi kouluissa rajata siten, että ne eivät haittaa opiskelurauhaa.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
449,51,531,3471,1.69477E+12,1.69489E+12,"Peruskoulussa tulee opettaa, miten laadukas perustutkimus ja taide lisäävät innovaatioita ja parantavat kansantaloutta.",1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
450,51,534,3474,1.69477E+12,1.69489E+12,Talouskasvu ei voi jatkua loputtomiin,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
451,51,673,3625,1.69477E+12,1.69489E+12,HAne,1,-1,tr,,FALSE,FALSE,NULL,NULL,FALSE,FALSE
452,51,697,3650,1.69477E+12,1.69489E+12,"Keski ja pieni tuloisten pitäisi vaatia enemmän palkkaa ja uskaltaa lakkoilla asian eteen. Rahaa enemmän kiertoon, talous nousuun.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
455,51,644,3596,1.69477E+12,1.69489E+12,"Nykyinen hallitus ei kuuntele oikeita asiansa tuntijoita, vaan kyykyttää vain jääräpäisesti huonommassa asemassa olevia kansalaisia.",1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
454,51,385,3325,1.69477E+12,1.69489E+12,"Alueiden, joille on vaikea löytää lääkäreitä, pitäisi saada kiintiöpaikkoja lääkärikouluun",1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
456,51,531,3471,1.69477E+12,1.69489E+12,"Pörssiyritykset on erotettava poliittisessa keskustelussa kokonaan pk-yrityksistä. ""Yrityksistä"" puhuminen könttänä johtaa harhaan.",1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
458,51,701,3654,1.69477E+12,1.69489E+12,Vahvistetuista liikuntasuorituksista tulisi saada henkilökohtaista verovähennystä liikkumisen kannustamiseksi,1,1,fi,1,TRUE,FALSE,NULL,NULL,FALSE,FALSE
457,51,534,3474,1.69477E+12,1.69489E+12,Seksuaalivähemmistöjen syrjintä on edelleen Suomessa ongelma,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
437,51,681,3633,1.69477E+12,1.69493E+12,Luontokato tulee pysäyttää,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
440,51,685,3637,1.69477E+12,1.69493E+12,Pakolaiskiintiötä tulisi pienentää,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
442,51,676,3628,1.69477E+12,1.69493E+12,Ikärasismia työnhaussa pitäisi rajoittaa lainsäädännön keinoin.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
443,51,670,3622,1.69477E+12,1.69493E+12,Suomen pitäis kieltää lailla muiden uskontojen moniavioisuus Suomessa.,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
412,51,547,3487,1.69477E+12,1.69494E+12,Erittäin hyvätuloisten verotusta pitäisi lisätä reilusti tasapuolisuuden nimissä,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
414,51,539,3479,1.69477E+12,1.69494E+12,Jatkuva julkisen talouden leikkaaminen heikentää kulutuskysyntää ja taloutta,1,-1,fi,1,FALSE,FALSE,NULL,NULL,FALSE,FALSE
